ID,Carat Weight,Cut,Color,Clarity,Polish,Symmetry,Report,Price,Dataset
4275,0.8,Very Good,E,VS2,VG,VG,GIA,3617.00000,Train
4276,0.9,Ideal,F,SI1,EX,VG,GIA,3995.00000,Train
4277,0.81,Very Good,H,SI1,VG,EX,GIA,2543.00000,Train
4278,1.01,Good,I,SI1,VG,G,GIA,4069.00000,Train
4279,1.29,Signature-Ideal,F,VVS2,ID,ID,AGSL,14757.00000,Train
4280,0.91,Very Good,H,VS1,VG,G,GIA,4514.00000,Train
4281,0.77,Very Good,G,SI1,VG,VG,GIA,2635.00000,Train
4282,1,Very Good,E,VS1,VG,VG,GIA,7088.00000,Train
4283,1,Ideal,I,VS1,EX,EX,GIA,5385.00000,Train
4284,0.87,Ideal,G,VS2,EX,EX,GIA,4899.00000,Train
4285,2.1,Ideal,G,VVS2,EX,EX,GIA,31001.00000,Train
4286,0.9,Very Good,H,VS1,ID,ID,AGSL,4954.00000,Train
4287,1.2,Very Good,F,VS2,EX,EX,GIA,8933.00000,Train
4288,1.07,Ideal,G,VVS2,EX,EX,GIA,7644.00000,Train
4289,1.71,Good,I,SI1,VG,VG,GIA,10000.00000,Train
4290,2.06,Ideal,D,VS2,VG,G,GIA,31880.00000,Train
4291,1.14,Ideal,H,SI1,EX,EX,GIA,5763.00000,Train
4292,0.9,Very Good,I,VS2,VG,VG,GIA,3535.00000,Train
4293,0.9,Very Good,H,SI1,VG,G,GIA,3772.00000,Train
4294,1.26,Ideal,G,VVS2,EX,EX,GIA,10726.00000,Train
4295,1.01,Good,G,SI1,G,VG,GIA,4839.00000,Train
4296,1,Very Good,F,VS1,EX,EX,GIA,6910.00000,Train
4297,1.52,Very Good,I,VS1,EX,EX,GIA,10392.00000,Train
4298,1.15,Ideal,G,VS1,EX,EX,GIA,7999.00000,Train
4299,2,Good,F,SI1,G,G,GIA,19604.00000,Train
4300,1.2,Very Good,G,VVS2,EX,VG,GIA,9427.00000,Train
4301,2.02,Ideal,G,VS1,EX,VG,GIA,26217.00000,Train
4302,2.05,Ideal,F,SI1,ID,ID,AGSL,22626.00000,Train
4303,1.03,Very Good,G,SI1,VG,VG,GIA,5024.00000,Train
4304,2.02,Good,I,VS1,VG,VG,GIA,15765.00000,Train
4305,1.02,Ideal,G,VS2,EX,EX,GIA,6445.00000,Train
4306,1.03,Ideal,G,VVS2,EX,EX,GIA,9236.00000,Train
4307,1.01,Good,G,VS1,G,G,GIA,6613.00000,Train
4308,1.01,Good,H,SI1,VG,VG,GIA,4442.00000,Train
4309,0.79,Ideal,I,VVS1,EX,EX,GIA,3191.00000,Train
4310,1.26,Ideal,G,VS1,EX,VG,GIA,10109.00000,Train
4311,0.79,Ideal,G,VS2,EX,VG,GIA,3251.00000,Train
4312,2.06,Very Good,G,SI1,VG,VG,GIA,21487.00000,Train
4313,2.02,Very Good,I,VS2,EX,G,GIA,15827.00000,Train
4314,0.8,Good,G,SI1,VG,G,GIA,2662.00000,Train
4315,1.55,Ideal,D,VS2,EX,EX,GIA,17441.00000,Train
4316,1.58,Ideal,F,SI1,EX,EX,GIA,12621.00000,Train
4317,0.94,Ideal,H,VVS2,EX,EX,GIA,5542.00000,Train
4318,1.23,Ideal,H,VVS2,EX,EX,GIA,8232.00000,Train
4319,1.51,Ideal,H,SI1,VG,EX,GIA,9694.00000,Train
4320,0.92,Ideal,G,VS2,VG,VG,GIA,4953.00000,Train
4321,1.03,Very Good,F,SI1,VG,VG,GIA,5042.00000,Train
4322,1,Good,G,IF,VG,G,GIA,7758.00000,Train
4323,1.04,Ideal,G,VS1,EX,EX,GIA,7655.00000,Train
4324,1.18,Ideal,H,SI1,EX,EX,GIA,6440.00000,Train
4325,1.01,Fair,E,SI1,EX,G,GIA,5185.00000,Train
4326,1.6,Very Good,I,VS2,VG,VG,GIA,10346.00000,Train
4327,1.51,Good,D,VS2,VG,VG,GIA,12709.00000,Train
4328,1.12,Ideal,F,VS2,VG,VG,GIA,7633.00000,Train
4329,1.05,Ideal,G,VS1,EX,EX,GIA,7440.00000,Train
4330,1.64,Ideal,E,VS1,EX,EX,GIA,18103.00000,Train
4331,0.75,Ideal,I,VS1,VG,EX,GIA,2659.00000,Train
4332,1.34,Ideal,H,VS2,EX,EX,GIA,8771.00000,Train
4333,0.95,Good,E,VS2,G,G,AGSL,5272.00000,Train
4334,2.53,Ideal,I,SI1,EX,EX,GIA,22287.00000,Train
4335,1.03,Ideal,D,VVS1,VG,EX,GIA,12295.00000,Train
4336,1.15,Ideal,E,VS2,EX,VG,GIA,8418.00000,Train
4337,2.62,Good,H,VS2,EX,EX,GIA,29366.00000,Train
4338,1.51,Good,I,VS1,VG,VG,GIA,8975.00000,Train
4339,1.14,Ideal,H,SI1,G,VG,GIA,6008.00000,Train
4340,1.1,Ideal,H,VS1,VG,EX,GIA,6677.00000,Train
4341,0.8,Very Good,E,VVS2,VG,VG,GIA,4515.00000,Train
4342,1.09,Ideal,H,SI1,EX,EX,GIA,5238.00000,Train
4343,1.05,Very Good,E,VS2,G,G,GIA,6865.00000,Train
4344,0.82,Very Good,I,SI1,VG,G,GIA,2602.00000,Train
4345,1.04,Very Good,H,VS1,VG,VG,GIA,5404.00000,Train
4346,2.07,Ideal,I,VS2,VG,VG,GIA,17135.00000,Train
4347,1.55,Ideal,G,VVS2,EX,EX,GIA,16486.00000,Train
4348,1,Fair,E,SI1,VG,G,GIA,4771.00000,Train
4349,1.34,Very Good,I,SI1,G,VG,GIA,6763.00000,Train
4350,0.83,Ideal,D,SI1,EX,EX,GIA,3933.00000,Train
4351,2.09,Very Good,G,VS1,VG,VG,GIA,27144.00000,Train
4352,1.54,Ideal,G,VS1,VG,VG,GIA,13604.00000,Train
4353,1.22,Very Good,G,IF,G,G,GIA,10441.00000,Train
4354,2,Very Good,I,SI1,VG,G,GIA,15249.00000,Train
4355,1.01,Good,D,SI1,VG,VG,GIA,5501.00000,Train
4356,1.16,Ideal,I,SI1,VG,EX,GIA,5107.00000,Train
4357,1.07,Signature-Ideal,G,VS2,EX,EX,GIA,7577.00000,Train
4358,2.12,Ideal,F,SI1,EX,EX,GIA,23168.00000,Train
4359,1.52,Ideal,E,SI1,EX,EX,GIA,12147.00000,Train
4360,1.21,Very Good,H,SI1,VG,VG,GIA,5768.00000,Train
4361,2.02,Ideal,H,VS1,VG,VG,GIA,19672.00000,Train
4362,0.83,Very Good,I,VS2,ID,ID,AGSL,2915.00000,Train
4363,1,Very Good,E,VVS1,VG,G,GIA,9092.00000,Train
4364,0.9,Good,F,SI1,VG,VG,GIA,4058.00000,Train
4365,2.23,Ideal,F,VVS2,EX,EX,GIA,34225.00000,Train
4366,2.01,Very Good,G,VS1,EX,VG,GIA,26089.00000,Train
4367,2.09,Ideal,F,VS2,EX,EX,GIA,32692.00000,Train
4368,2.09,Very Good,G,VS2,EX,VG,GIA,23771.00000,Train
4369,2.01,Very Good,F,VS1,EX,EX,GIA,31905.00000,Train
4370,1.01,Ideal,H,VS1,VG,EX,GIA,5680.00000,Train
4371,0.91,Very Good,H,SI1,VG,VG,GIA,3666.00000,Train
4372,1.05,Ideal,G,VS2,VG,EX,GIA,6837.00000,Train
4373,1.14,Ideal,H,VS2,EX,EX,GIA,6423.00000,Train
4374,1.01,Very Good,D,SI1,EX,VG,GIA,5731.00000,Train
4375,1.22,Ideal,G,VS2,ID,ID,AGSL,8498.00000,Train
4376,0.76,Very Good,H,SI1,VG,VG,GIA,2557.00000,Train
4377,2,Good,D,VS1,VG,G,GIA,29293.00000,Train
4378,0.9,Very Good,E,SI1,VG,VG,GIA,3748.00000,Train
4379,1.18,Ideal,G,VVS2,VG,EX,GIA,10308.00000,Train
4380,1.29,Ideal,G,VS1,ID,ID,AGSL,10600.00000,Train
4381,1.2,Ideal,G,VVS2,EX,EX,GIA,10454.00000,Train
4382,1.34,Ideal,G,VVS2,EX,EX,GIA,11342.00000,Train
4383,1.31,Very Good,F,VVS1,VG,VG,GIA,14687.00000,Train
4384,0.82,Ideal,E,SI1,EX,EX,GIA,3979.00000,Train
4385,2.07,Ideal,H,VS2,EX,EX,GIA,21879.00000,Train
4386,1.26,Very Good,F,VS2,EX,VG,GIA,9410.00000,Train
4387,1.51,Good,H,SI1,VG,VG,GIA,9097.00000,Train
4388,0.91,Very Good,G,VS2,VG,VG,GIA,4532.00000,Train
4389,2,Very Good,H,SI1,G,G,GIA,16092.00000,Train
4390,1.52,Good,F,SI1,VG,VG,GIA,10888.00000,Train
4391,1.59,Very Good,H,SI1,VG,VG,GIA,10603.00000,Train
4392,1.12,Ideal,G,VVS1,EX,EX,GIA,9196.00000,Train
4393,0.9,Ideal,H,SI1,VG,VG,GIA,3772.00000,Train
4394,1.01,Very Good,E,SI1,VG,VG,GIA,5372.00000,Train
4395,2.01,Ideal,H,VS1,EX,VG,GIA,23040.00000,Train
4396,0.9,Ideal,F,VS2,ID,ID,AGSL,5142.00000,Train
4397,1.13,Ideal,D,VS1,EX,EX,GIA,9448.00000,Train
4398,1.51,Good,H,VS2,VG,VG,GIA,10488.00000,Train
4399,0.75,Ideal,D,VS1,EX,EX,GIA,4250.00000,Train
4400,1,Ideal,E,SI1,EX,EX,GIA,5703.00000,Train
4401,1.13,Ideal,H,SI1,EX,EX,GIA,6075.00000,Train
4402,2.49,Very Good,D,IF,VG,VG,GIA,83145.00000,Train
4403,2.16,Ideal,D,VS2,VG,VG,GIA,30792.00000,Train
4404,0.93,Very Good,D,SI1,VG,G,GIA,4681.00000,Train
4405,1.13,Ideal,H,IF,VG,VG,GIA,8052.00000,Train
4406,1.01,Very Good,I,SI1,EX,EX,GIA,4749.00000,Train
4407,1,Very Good,E,VVS2,VG,EX,GIA,9224.00000,Train
4408,1.01,Good,G,VS2,VG,VG,GIA,5861.00000,Train
4409,1.39,Very Good,H,VS2,VG,G,GIA,8951.00000,Train
4410,1.85,Ideal,I,VS2,VG,VG,GIA,12794.00000,Train
4411,2.07,Ideal,H,VS2,ID,ID,AGSL,21057.00000,Train
4412,0.9,Ideal,E,SI1,VG,VG,GIA,4635.00000,Train
4413,1,Very Good,F,VVS2,VG,EX,GIA,8779.00000,Train
4414,1.5,Good,E,SI1,VG,VG,GIA,12127.00000,Train
4415,1,Very Good,E,VVS2,VG,VG,GIA,9815.00000,Train
4416,1.06,Very Good,G,VS1,ID,ID,AGSL,7132.00000,Train
4417,0.9,Very Good,G,SI1,VG,G,GIA,3791.00000,Train
4418,0.91,Ideal,D,VS1,EX,EX,GIA,6652.00000,Train
4419,1.1,Ideal,H,VVS2,EX,EX,GIA,7267.00000,Train
4420,1.56,Ideal,F,VVS2,VG,EX,GIA,18276.00000,Train
4421,1.01,Very Good,F,VS2,EX,VG,GIA,6686.00000,Train
4422,1.23,Ideal,H,VVS1,VG,EX,GIA,8015.00000,Train
4423,0.91,Ideal,D,SI1,VG,VG,GIA,4460.00000,Train
4424,1.52,Ideal,G,SI1,VG,EX,GIA,11105.00000,Train
4425,2.04,Very Good,F,VS2,EX,EX,AGSL,26060.00000,Train
4426,1.08,Good,G,VS2,VG,G,GIA,6708.00000,Train
4427,1,Good,F,VS2,VG,VG,GIA,5407.00000,Train
4428,1.03,Ideal,F,VS1,VG,VG,GIA,7964.00000,Train
4429,1.12,Ideal,D,VS1,EX,EX,GIA,9694.00000,Train
4430,0.8,Good,F,VS1,VG,G,GIA,3873.00000,Train
4431,1,Good,G,SI1,VG,VG,GIA,4194.00000,Train
4432,1.01,Good,H,SI1,VG,VG,GIA,4611.00000,Train
4433,1.21,Very Good,H,VS1,VG,VG,GIA,7179.00000,Train
4434,2.03,Ideal,H,VS2,EX,EX,GIA,21462.00000,Train
4435,1.21,Very Good,F,VS1,VG,G,GIA,10009.00000,Train
4436,1.07,Ideal,H,SI1,VG,EX,GIA,5220.00000,Train
4437,1.05,Signature-Ideal,G,VS1,ID,ID,AGSL,8310.00000,Train
4438,0.77,Very Good,G,VS1,VG,VG,GIA,3243.00000,Train
4439,1.08,Ideal,G,VS1,EX,EX,GIA,7925.00000,Train
4440,0.9,Very Good,D,SI1,VG,G,GIA,5123.00000,Train
4441,1.01,Good,E,SI1,EX,VG,GIA,4788.00000,Train
4442,2.01,Fair,H,VS2,EX,G,GIA,16632.00000,Train
4443,2.16,Very Good,G,SI1,VG,VG,GIA,19311.00000,Train
4444,1.51,Ideal,G,SI1,VG,EX,GIA,10971.00000,Train
4445,1.24,Ideal,I,SI1,EX,EX,GIA,5976.00000,Train
4446,1.8,Very Good,G,VS1,EX,G,GIA,19259.00000,Train
4447,2.05,Ideal,D,VS1,EX,EX,GIA,35346.00000,Train
4448,1.67,Ideal,F,VS1,EX,EX,GIA,21318.00000,Train
4449,1.14,Very Good,F,SI1,VG,VG,GIA,6194.00000,Train
4450,2.51,Very Good,H,SI1,VG,VG,GIA,24351.00000,Train
4451,2.23,Ideal,E,VS2,EX,EX,GIA,33836.00000,Train
4452,2.27,Ideal,G,VS2,EX,VG,GIA,28766.00000,Train
4453,1,Good,G,VVS2,EX,EX,GIA,7492.00000,Train
4454,1.3,Ideal,G,SI1,EX,EX,GIA,8416.00000,Train
4455,0.9,Fair,F,SI1,VG,VG,GIA,3995.00000,Train
4456,1.01,Ideal,G,VVS2,VG,VG,GIA,8029.00000,Train
4457,1.34,Ideal,G,IF,VG,VG,GIA,11104.00000,Train
4458,1.52,Very Good,F,VVS2,VG,EX,GIA,16786.00000,Train
4459,1.01,Very Good,F,SI1,G,VG,GIA,5008.00000,Train
4460,0.79,Very Good,H,SI1,VG,EX,GIA,2551.00000,Train
4461,2.01,Very Good,F,SI1,VG,VG,GIA,20004.00000,Train
4462,1.63,Good,F,SI1,VG,VG,GIA,10901.00000,Train
4463,1.29,Ideal,H,SI1,VG,VG,GIA,6760.00000,Train
4464,2.05,Very Good,H,SI1,VG,VG,GIA,17444.00000,Train
4465,0.9,Very Good,E,VS2,VG,EX,GIA,5305.00000,Train
4466,1.28,Very Good,I,SI1,VG,VG,AGSL,6112.00000,Train
4467,0.91,Very Good,G,SI1,EX,EX,GIA,4429.00000,Train
4468,1.27,Ideal,G,VS2,VG,VG,GIA,8915.00000,Train
4469,2.06,Ideal,D,IF,ID,ID,AGSL,67810.00000,Train
4470,2,Good,G,VS2,EX,G,GIA,22902.00000,Train
4471,1.03,Ideal,G,SI1,EX,EX,GIA,5195.00000,Train
4472,1,Good,G,VS2,EX,EX,GIA,5488.00000,Train
4473,0.82,Very Good,I,VVS1,VG,EX,GIA,3443.00000,Train
4474,0.78,Very Good,G,SI1,VG,EX,GIA,2721.00000,Train
4475,0.77,Fair,H,VS1,G,G,AGSL,2594.00000,Train
4476,0.9,Ideal,F,SI1,VG,VG,GIA,4058.00000,Train
4477,1.14,Ideal,G,VS1,EX,EX,GIA,8346.00000,Train
4478,2.45,Ideal,H,VVS2,EX,VG,GIA,28691.00000,Train
4479,1.2,Very Good,H,VS2,VG,VG,GIA,6537.00000,Train
4480,2.09,Ideal,H,VS1,EX,EX,GIA,23651.00000,Train
4481,0.9,Ideal,H,VS2,VG,EX,GIA,4584.00000,Train
4482,1.03,Ideal,D,VS1,EX,EX,GIA,8742.00000,Train
4483,0.9,Very Good,G,VS2,VG,G,GIA,4484.00000,Train
4484,1.02,Very Good,I,VS1,G,VG,GIA,4753.00000,Train
4485,1.53,Very Good,G,VVS2,EX,VG,GIA,14990.00000,Train
4486,2.07,Very Good,F,VS2,VG,G,GIA,26894.00000,Train
4487,1.24,Very Good,F,VVS2,VG,VG,GIA,11234.00000,Train
4488,0.92,Very Good,I,SI1,EX,VG,GIA,3345.00000,Train
4489,2.28,Ideal,F,SI1,EX,EX,GIA,24942.00000,Train
4490,1.21,Ideal,E,SI1,EX,EX,GIA,7466.00000,Train
4491,1,Good,E,VS2,G,VG,GIA,5991.00000,Train
4492,0.91,Very Good,H,VS1,VG,VG,GIA,4456.00000,Train
4493,1.21,Very Good,D,VS2,VG,VG,GIA,9517.00000,Train
4494,1.04,Ideal,G,VS2,EX,VG,GIA,6286.00000,Train
4495,1.12,Ideal,E,VS1,VG,VG,GIA,8454.00000,Train
4496,0.9,Very Good,F,SI1,VG,VG,GIA,4095.00000,Train
4497,1.01,Good,I,SI1,VG,VG,GIA,4078.00000,Train
4498,0.9,Very Good,D,SI1,VG,G,GIA,4497.00000,Train
4499,1.21,Very Good,G,SI1,VG,VG,GIA,6439.00000,Train
4500,1.5,Signature-Ideal,I,IF,ID,ID,AGSL,12725.00000,Train
4501,1.08,Very Good,F,VS2,G,VG,GIA,7115.00000,Train
4502,1.12,Very Good,E,VS1,ID,ID,AGSL,8788.00000,Train
4503,2.2,Very Good,G,VS2,EX,EX,GIA,24546.00000,Train
4504,0.9,Very Good,I,SI1,VG,VG,GIA,3638.00000,Train
4505,0.76,Very Good,E,VS2,EX,EX,GIA,3517.00000,Train
4506,2.03,Very Good,G,VS1,VG,VG,GIA,26920.00000,Train
4507,2.06,Ideal,F,VS1,EX,EX,GIA,33084.00000,Train
4508,1.16,Ideal,H,VS1,EX,EX,GIA,7175.00000,Train
4509,0.9,Fair,H,SI1,VG,VG,GIA,3186.00000,Train
4510,1.06,Ideal,I,VS2,VG,VG,GIA,4795.00000,Train
4511,1,Ideal,E,SI1,VG,EX,GIA,5458.00000,Train
4512,1.02,Ideal,E,VVS1,EX,VG,GIA,11028.00000,Train
4513,2.03,Ideal,G,SI1,EX,EX,GIA,20910.00000,Train
4514,1.15,Ideal,G,VVS2,EX,EX,GIA,9157.00000,Train
4515,1.21,Very Good,H,SI1,EX,EX,GIA,7203.00000,Train
4516,1.64,Ideal,I,VS2,ID,ID,AGSL,11274.00000,Train
4517,1.21,Ideal,I,VS2,EX,EX,GIA,5856.00000,Train
4518,0.9,Very Good,D,VS1,EX,VG,GIA,5969.00000,Train
4519,2.01,Very Good,G,VS1,VG,VG,GIA,25067.00000,Train
4520,2.09,Ideal,G,VVS2,EX,EX,GIA,30324.00000,Train
4521,1.02,Very Good,D,SI1,EX,EX,GIA,5432.00000,Train
4522,2.02,Very Good,E,VS2,G,G,GIA,26651.00000,Train
4523,2.01,Very Good,E,VVS2,VG,G,GIA,37121.00000,Train
4524,1.09,Very Good,G,SI1,VG,VG,GIA,5420.00000,Train
4525,1.09,Very Good,G,VVS2,G,G,GIA,7878.00000,Train
4526,0.77,Signature-Ideal,H,VS2,ID,ID,AGSL,3332.00000,Train
4527,2.18,Very Good,H,VVS2,EX,ID,AGSL,26001.00000,Train
4528,1.51,Ideal,H,VS1,ID,ID,AGSL,12071.00000,Train
4529,0.91,Very Good,E,SI1,EX,EX,GIA,4914.00000,Train
4530,2.31,Ideal,I,IF,EX,EX,GIA,24817.00000,Train
4531,0.9,Very Good,D,SI1,EX,VG,GIA,4447.00000,Train
4532,1,Very Good,D,SI1,VG,G,GIA,5320.00000,Train
4533,0.76,Ideal,E,VS2,EX,EX,GIA,4039.00000,Train
4534,1.01,Good,E,SI1,VG,VG,GIA,5251.00000,Train
4535,1.2,Good,H,SI1,VG,G,GIA,5989.00000,Train
4536,1.06,Ideal,G,VS2,EX,EX,GIA,6809.00000,Train
4537,2.07,Ideal,F,VVS2,VG,EX,GIA,36676.00000,Train
4538,0.9,Very Good,G,VS2,G,G,GIA,4177.00000,Train
4539,1.14,Good,F,SI1,VG,VG,GIA,5986.00000,Train
4540,2.2,Ideal,H,VS2,EX,EX,GIA,22724.00000,Train
4541,1.13,Ideal,I,VS1,ID,ID,AGSL,5813.00000,Train
4542,1.2,Good,I,SI1,VG,VG,GIA,5211.00000,Train
4543,1.03,Good,G,SI1,VG,VG,GIA,4976.00000,Train
4544,2.53,Good,E,VS2,EX,VG,GIA,37848.00000,Train
4545,1.07,Ideal,H,SI1,EX,VG,GIA,5065.00000,Train
4546,2.14,Ideal,F,VS2,EX,EX,GIA,30962.00000,Train
4547,1.19,Ideal,I,IF,ID,ID,AGSL,7207.00000,Train
4548,1.52,Very Good,H,VS1,VG,VG,GIA,11162.00000,Train
4549,1.65,Very Good,H,VS1,VG,VG,GIA,12686.00000,Train
4550,2.51,Very Good,I,VS1,EX,VG,GIA,22225.00000,Train
4551,1.03,Very Good,H,SI1,G,VG,GIA,4516.00000,Train
4552,1.12,Very Good,D,IF,EX,VG,GIA,17285.00000,Train
4553,2,Very Good,H,VS2,EX,VG,GIA,19995.00000,Train
4554,1.03,Good,I,VS2,VG,VG,GIA,4819.00000,Train
4555,1.01,Ideal,G,VS2,EX,EX,GIA,6734.00000,Train
4556,1.13,Signature-Ideal,E,SI1,EX,EX,GIA,7877.00000,Train
4557,0.93,Good,I,VS2,G,G,GIA,3946.00000,Train
4558,1.11,Ideal,G,VVS2,EX,EX,GIA,8970.00000,Train
4559,0.9,Very Good,F,VS2,VG,EX,GIA,4617.00000,Train
4560,1.17,Very Good,F,VS2,VG,VG,GIA,8144.00000,Train
4561,1.03,Signature-Ideal,G,VS1,ID,ID,AGSL,7880.00000,Train
4562,1.08,Ideal,H,SI1,VG,VG,GIA,4922.00000,Train
4563,0.84,Ideal,D,VVS1,EX,EX,GIA,6847.00000,Train
4564,2,Very Good,I,SI1,EX,EX,GIA,15053.00000,Train
4565,1.55,Very Good,G,VVS2,EX,EX,GIA,15930.00000,Train
4566,1.51,Very Good,E,VS2,EX,EX,GIA,13830.00000,Train
4567,1.45,Ideal,I,VS1,EX,EX,GIA,8718.00000,Train
4568,1.42,Signature-Ideal,D,VS1,ID,ID,AGSL,16618.00000,Train
4569,0.91,Very Good,G,VS1,VG,G,GIA,4381.00000,Train
4570,2.12,Ideal,G,VVS2,VG,EX,GIA,29314.00000,Train
4571,1.21,Ideal,G,VS1,VG,VG,GIA,9075.00000,Train
4572,1.02,Fair,F,SI1,VG,VG,GIA,4782.00000,Train
4573,2,Ideal,D,VVS1,EX,EX,GIA,47879.00000,Train
4574,1.2,Very Good,H,VS1,VG,EX,GIA,7239.00000,Train
4575,2.19,Very Good,G,VS1,VG,VG,GIA,30869.00000,Train
4576,1.19,Ideal,G,VVS2,ID,ID,AGSL,9403.00000,Train
4577,1.21,Ideal,E,SI1,VG,EX,GIA,7088.00000,Train
4578,1.07,Ideal,G,VVS2,EX,EX,GIA,8491.00000,Train
4579,1.06,Very Good,F,SI1,G,VG,GIA,4721.00000,Train
4580,0.86,Ideal,E,SI1,EX,EX,GIA,3997.00000,Train
4581,1.51,Good,E,SI1,EX,G,GIA,11487.00000,Train
4582,1.52,Very Good,F,SI1,G,VG,GIA,11794.00000,Train
4583,1.13,Ideal,E,VS2,EX,EX,GIA,8430.00000,Train
4584,2,Very Good,E,VS2,EX,VG,GIA,26058.00000,Train
4585,1.26,Signature-Ideal,H,SI1,ID,ID,AGSL,8110.00000,Train
4586,0.83,Ideal,F,VS2,VG,VG,GIA,3625.00000,Train
4587,1,Ideal,D,SI1,EX,EX,GIA,5804.00000,Train
4588,0.96,Ideal,D,VS1,VG,EX,GIA,6948.00000,Train
4589,2,Very Good,G,VS2,VG,G,GIA,25532.00000,Train
4590,1.01,Very Good,G,VVS2,VG,VG,GIA,6975.00000,Train
4591,1.21,Very Good,I,SI1,G,G,GIA,5346.00000,Train
4592,1.72,Ideal,H,SI1,EX,EX,GIA,12865.00000,Train
4593,1.17,Ideal,G,VVS1,ID,ID,AGSL,9799.00000,Train
4594,2.28,Ideal,G,VS2,EX,EX,GIA,33041.00000,Train
4595,2.02,Ideal,F,SI1,EX,EX,GIA,21602.00000,Train
4596,1.51,Very Good,F,SI1,VG,G,GIA,9150.00000,Train
4597,1.02,Fair,E,SI1,EX,EX,AGSL,5209.00000,Train
4598,1.03,Ideal,E,VVS2,VG,VG,GIA,9854.00000,Train
4599,1.51,Very Good,F,VS1,VG,VG,GIA,15353.00000,Train
4600,1.7,Good,I,SI1,G,VG,GIA,9523.00000,Train
4601,1.71,Ideal,H,VVS1,EX,EX,GIA,16548.00000,Train
4602,0.9,Good,E,SI1,VG,VG,GIA,3945.00000,Train
4603,1,Very Good,F,SI1,EX,EX,GIA,5521.00000,Train
4604,1.38,Ideal,I,VS1,EX,EX,GIA,7721.00000,Train
4605,0.82,Ideal,F,SI1,EX,VG,GIA,3439.00000,Train
4606,2.41,Ideal,I,VS2,VG,VG,GIA,19971.00000,Train
4607,0.77,Good,I,SI1,EX,VG,GIA,2241.00000,Train
4608,0.93,Ideal,E,SI1,VG,VG,GIA,4583.00000,Train
4609,0.8,Ideal,F,VS1,EX,EX,GIA,4362.00000,Train
4610,1,Good,H,VS1,VG,VG,GIA,5110.00000,Train
4611,1.56,Ideal,G,VS1,ID,ID,AGSL,14502.00000,Train
4612,1.02,Ideal,D,SI1,EX,EX,GIA,6040.00000,Train
4613,2.01,Very Good,F,SI1,VG,G,GIA,19570.00000,Train
4614,1.74,Ideal,D,VS2,EX,EX,GIA,20892.00000,Train
4615,1.01,Fair,G,SI1,VG,G,GIA,4905.00000,Train
4616,1.03,Ideal,I,VS2,EX,EX,GIA,5378.00000,Train
4617,0.82,Good,F,VS2,EX,VG,AGSL,3363.00000,Train
4618,0.93,Ideal,E,VS2,EX,VG,GIA,5411.00000,Train
4619,1.16,Ideal,H,VS2,EX,EX,GIA,6673.00000,Train
4620,1.01,Fair,G,SI1,VG,VG,GIA,4417.00000,Train
4621,1,Very Good,F,IF,VG,EX,GIA,9248.00000,Train
4622,0.91,Very Good,H,VS1,VG,VG,GIA,4370.00000,Train
4623,1.6,Ideal,H,IF,ID,ID,AGSL,15134.00000,Train
4624,1.01,Good,F,VS2,VG,VG,GIA,6346.00000,Train
4625,1.04,Ideal,D,VS2,VG,VG,GIA,7632.00000,Train
4626,0.77,Ideal,I,VVS2,EX,EX,GIA,2824.00000,Train
4627,1.04,Signature-Ideal,D,VS1,EX,EX,GIA,10709.00000,Train
4628,2.02,Very Good,F,VS2,EX,EX,GIA,27542.00000,Train
4629,2.01,Ideal,H,VS1,EX,EX,GIA,23897.00000,Train
4630,1.11,Ideal,I,SI1,EX,EX,GIA,5329.00000,Train
4631,1.52,Ideal,H,VS2,ID,ID,AGSL,11313.00000,Train
4632,1.12,Ideal,H,SI1,VG,EX,GIA,5624.00000,Train
4633,1.5,Very Good,D,SI1,VG,VG,GIA,11352.00000,Train
4634,1.5,Very Good,I,VS2,VG,VG,GIA,9236.00000,Train
4635,1.01,Good,E,SI1,G,G,GIA,5020.00000,Train
4636,1.02,Good,I,SI1,G,VG,GIA,4105.00000,Train
4637,1.01,Very Good,I,SI1,EX,EX,GIA,4681.00000,Train
4638,2.01,Very Good,I,SI1,EX,EX,GIA,15745.00000,Train
4639,2.02,Ideal,E,VS1,VG,VG,GIA,36081.00000,Train
4640,1.08,Very Good,G,VS1,VG,VG,GIA,6892.00000,Train
4641,0.9,Very Good,H,VS2,VG,VG,GIA,4149.00000,Train
4642,1.51,Very Good,G,VS2,EX,VG,GIA,11041.00000,Train
4643,0.91,Very Good,I,VS2,G,G,GIA,3645.00000,Train
4644,2.07,Ideal,F,SI1,EX,EX,GIA,20594.00000,Train
4645,2.41,Very Good,F,IF,EX,EX,GIA,54256.00000,Train
4646,0.99,Very Good,G,SI1,VG,G,GIA,4495.00000,Train
4647,1.11,Ideal,G,SI1,VG,EX,GIA,5591.00000,Train
4648,2.01,Very Good,F,IF,EX,EX,GIA,45456.00000,Train
4649,2.01,Very Good,D,VS2,EX,EX,GIA,29860.00000,Train
4650,1.7,Very Good,G,VS1,VG,G,GIA,16076.00000,Train
4651,1.09,Ideal,F,VVS2,EX,EX,GIA,10246.00000,Train
4652,2.29,Ideal,G,VVS2,VG,EX,GIA,31230.00000,Train
4653,0.86,Fair,G,VS1,VG,VG,AGSL,3756.00000,Train
4654,2.35,Signature-Ideal,H,SI1,ID,ID,AGSL,24988.00000,Train
